,event_date,year,month,day,country_code,latitude,longitude,witness,issue
10866,2021-07-10,2021,7,10,IT,46.21677,10.16956,Mihaela Kavran;Elton Rogozi;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10868,2021-06-09,2021,6,9,ES,41.64176,2.31111,Laura Blanco-Sierra;Mikel Bengoa Paulis;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10871,2020-07-29,2020,7,29,ES,41.56585,1.97549,Maria Angeles Puig;Laura Blanco-Sierra;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10874,2020-06-07,2020,6,7,ES,41.19621,1.61875,Sarah Delacour;Maria Angeles Puig;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10875,2021-06-04,2021,6,4,ES,41.35183,2.02583,Mikel Bengoa Paulis;Ignacio Ruiz-Arrondo;Laura Blanco-Sierra;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10876,2019-07-03,2019,7,3,ES,41.07366,1.09815,Daniel Bravo-Barriga;Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10877,2019-08-22,2019,8,22,ES,41.68037,2.41697,Simone Mariani;Roger Eritja;Maria Angeles Puig;Ignacio Ruiz-Arrondo,CONTINENT_DERIVED_FROM_COORDINATES
10879,2020-08-16,2020,8,16,GR,38.16426,23.33834,Elton Rogozi;Diego Parrondo Montón;Sandra Gewehr;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10880,2020-07-08,2020,7,8,ES,39.89216,4.25658,Sarah Delacour;Maria Angeles Puig;Laura Blanco-Sierra;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10886,2018-07-19,2018,7,19,ES,39.70134,-0.20107,Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10887,2019-09-24,2019,9,24,ES,41.45849,2.24834,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Daniel Bravo-Barriga;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10888,2020-10-11,2020,10,11,ES,41.24823,1.82264,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Mikel Alexander González;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10890,2021-07-12,2021,7,12,AT,48.20489,16.3985,Cintia Horváth;Aleksandar Cvetkovikj;Karin Bakran-Lebl;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10896,2021-04-19,2021,4,19,ES,36.66198,-4.54173,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Carlos Barceló;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10899,2019-10-06,2019,10,6,ES,41.68025,2.45711,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10900,2019-08-05,2019,8,5,ES,41.73098,1.8171,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Pedro María Alarcón-Elbal;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10902,2018-09-30,2018,9,30,ES,42.25183,3.1906,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10903,2020-06-23,2020,6,23,ES,41.58621,1.58276,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10905,2020-10-01,2020,10,1,ES,36.72933,-4.41469,Carlos Barceló;Isis Sanpera-Calbet;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10908,2018-10-07,2018,10,7,ES,41.69229,0.60523,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10909,2021-06-04,2021,6,4,IT,41.83222,12.46875,Mihaela Kavran;Elton Rogozi;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10910,2020-04-16,2020,4,16,ES,37.144,-1.8276,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10913,2020-07-12,2020,7,12,ES,41.11226,1.24081,Maria Angeles Puig;Laura Blanco-Sierra;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10916,2018-09-02,2018,9,2,ES,38.61314,-0.42066,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10918,2020-07-17,2020,7,17,ES,41.45519,2.25422,Ignacio Ruiz-Arrondo;Laura Blanco-Sierra;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10920,2020-08-18,2020,8,18,ES,36.66195,-4.5418,Sarah Delacour;Laura Blanco-Sierra;Carlos Barceló;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10921,2021-09-11,2021,9,11,ES,41.53758,2.42888,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10924,2021-09-10,2021,9,10,IT,45.57986,12.11052,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10925,2021-06-30,2021,6,30,IT,45.80391,8.62306,Diego Parrondo Montón;Mihaela Kavran;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10926,2019-07-12,2019,7,12,ES,39.44876,3.27277,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Daniel Bravo-Barriga;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10927,2021-05-16,2021,5,16,ES,41.69379,2.72828,Ignacio Ruiz-Arrondo;Santi Escartin Peña;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10929,2021-06-12,2021,6,12,ES,42.25188,3.18965,Mikel Bengoa Paulis;Ignacio Ruiz-Arrondo;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10933,2020-05-29,2020,5,29,ES,38.09174,-1.29031,Isis Sanpera-Calbet;Daniel Bravo-Barriga;Santi Escartin Peña;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10934,2020-09-13,2020,9,13,ES,41.53733,2.42898,Ignacio Ruiz-Arrondo;Rafael Gutiérrez-López;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10935,2020-07-30,2020,7,30,ES,41.37884,2.13654,Maria Angeles Puig;Laura Blanco-Sierra;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10937,2021-06-27,2021,6,27,IT,41.9797,12.83348,Mihaela Kavran;Perparim Kadriaj;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10938,2020-10-07,2020,10,7,ES,39.82984,-0.10872,Isis Sanpera-Calbet;Mikel Alexander González;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10940,2020-09-03,2020,9,3,ES,38.38377,-0.42501,Carlos Barceló;Mikel Alexander González;Laura Blanco-Sierra;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10941,2021-06-27,2021,6,27,IT,41.87686,12.5766,Mihaela Kavran;Perparim Kadriaj;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10942,2019-07-21,2019,7,21,ES,41.07371,1.09827,Daniel Bravo-Barriga;Maria Angeles Puig;Roger Eritja;Simone Mariani,CONTINENT_DERIVED_FROM_COORDINATES
10945,2021-08-29,2021,8,29,HU,47.41657,19.06668,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10946,2020-07-09,2020,7,9,ES,41.33734,1.69646,Simone Mariani;Maria Angeles Puig;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10947,2018-08-27,2018,8,27,ES,38.96864,1.27983,Maria Angeles Puig;Daniel Bravo-Barriga;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10948,2020-08-17,2020,8,17,ES,37.11961,-1.83897,Sarah Delacour;Ignacio Ruiz-Arrondo;Martina Ferraguti;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10949,2018-10-15,2018,10,15,ES,39.60801,2.67926,Ignacio Ruiz-Arrondo;Sarah Delacour;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10950,2020-05-15,2020,5,15,ES,41.5229,2.03911,Maria Angeles Puig;Daniel Bravo-Barriga;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10951,2020-09-07,2020,9,7,ES,42.32424,3.09154,Ignacio Ruiz-Arrondo;Isis Sanpera-Calbet;Mikel Alexander González;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10955,2021-07-27,2021,7,27,ES,39.42324,-0.60765,Laura Blanco-Sierra;Ignacio Ruiz-Arrondo;Santi Escartin Peña;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10956,2019-07-28,2019,7,28,ES,38.18601,-0.70211,Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10960,2021-08-16,2021,8,16,ES,41.56306,2.51084,Santi Escartin Peña;Carlos Barceló;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10964,2020-05-26,2020,5,26,ES,41.45528,2.2543,Maria Angeles Puig;Sarah Delacour;Pedro María Alarcón-Elbal;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10966,2021-05-27,2021,5,27,IT,45.34071,8.17092,Elton Rogozi;Hugo Costa Osório;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10969,2020-10-09,2020,10,9,ES,41.63519,2.15923,Laura Blanco-Sierra;Maria Angeles Puig;Mikel Alexander González;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10971,2018-08-10,2018,8,10,ES,41.60417,2.19102,Mikel Bengoa Paulis;Daniel Bravo-Barriga;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10974,2020-06-16,2020,6,16,ES,37.19762,-3.62274,Rosario Melero-Alcíbar;Santi Escartin Peña;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10975,2020-06-21,2020,6,21,ES,41.81437,2.51404,Ignacio Ruiz-Arrondo;Sarah Delacour;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10976,2021-09-12,2021,9,12,IT,45.57208,12.10021,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10977,2020-08-03,2020,8,3,ES,36.66196,-4.54184,Maria Angeles Puig;Rafael Gutiérrez-López;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10979,2021-07-23,2021,7,23,ES,41.68362,2.48582,Isis Sanpera-Calbet;Carlos Barceló;Santi Escartin Peña;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10980,2020-09-19,2020,9,19,ES,36.66131,-4.54488,Maria Angeles Puig;Mikel Bengoa Paulis;Santi Escartin Peña;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10981,2020-07-30,2020,7,30,ES,41.55525,2.10498,Maria Angeles Puig;Laura Blanco-Sierra;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10982,2021-07-31,2021,7,31,ES,41.5376,2.4288,Isis Sanpera-Calbet;Carlos Barceló;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10983,2020-08-13,2020,8,13,ES,37.59756,-0.99438,Maria Angeles Puig;Simone Mariani;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10988,2019-08-04,2019,8,4,ES,41.72535,1.84334,Pedro María Alarcón-Elbal;Maria Angeles Puig;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10990,2021-09-01,2021,9,1,IT,41.92075,12.4954,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10994,2020-06-07,2020,6,7,ES,41.08116,1.09552,Sarah Delacour;Rosario Melero-Alcíbar;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10996,2018-07-09,2018,7,9,ES,41.41524,2.18328,Daniel Bravo-Barriga;Maria Angeles Puig;Santi Escartin Peña;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
10997,2021-06-29,2021,6,29,ES,41.6938,2.72827,Ignacio Ruiz-Arrondo;Isis Sanpera-Calbet;Carlos Barceló;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11000,2018-07-14,2018,7,14,ES,39.53016,-0.63443,Daniel Bravo-Barriga;Ignacio Ruiz-Arrondo;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11001,2019-07-27,2019,7,27,ES,41.14117,1.11061,Mikel Bengoa Paulis;Maria Angeles Puig;Roger Eritja;Ignacio Ruiz-Arrondo,CONTINENT_DERIVED_FROM_COORDINATES
11003,2018-10-15,2018,10,15,ES,41.40321,2.18499,Ignacio Ruiz-Arrondo;Sarah Delacour;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11004,2019-08-09,2019,8,9,ES,41.52855,2.35463,Sarah Delacour;Ignacio Ruiz-Arrondo;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11008,2018-09-24,2018,9,24,IT,39.00938,9.01291,Ignacio Ruiz-Arrondo;Daniel Bravo-Barriga;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11009,2020-08-25,2020,8,25,ES,38.35747,-0.49134,Laura Blanco-Sierra;Francisco Collantes;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11011,2021-09-13,2021,9,13,ES,41.11605,1.26638,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11012,2020-07-21,2020,7,21,ES,41.54558,1.99049,Francisco Collantes;Laura Blanco-Sierra;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11013,2020-08-30,2020,8,30,ES,41.53759,2.42886,Ignacio Ruiz-Arrondo;Laura Blanco-Sierra;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11014,2018-07-12,2018,7,12,ES,36.4976,-4.69214,Daniel Bravo-Barriga;Ignacio Ruiz-Arrondo;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11016,2020-09-16,2020,9,16,IT,45.79066,8.67349,Elton Rogozi;Ognyan Mikov;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11018,2021-08-09,2021,8,9,ES,39.48766,-0.3252,Simone Mariani;Roger Eritja;Isis Sanpera-Calbet;Sarah Delacour,CONTINENT_DERIVED_FROM_COORDINATES
11020,2018-09-14,2018,9,14,ES,41.40549,2.19843,Maria Angeles Puig;Sarah Delacour;Roger Eritja;Ignacio Ruiz-Arrondo,CONTINENT_DERIVED_FROM_COORDINATES
11021,2018-08-13,2018,8,13,ES,41.40171,2.14466,Mikel Bengoa Paulis;Maria Angeles Puig;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11022,2019-09-18,2019,9,18,ES,40.46435,0.35445,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11023,2020-07-14,2020,7,14,ES,39.3853,3.16815,Isis Sanpera-Calbet;Maria Angeles Puig;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11024,2021-07-18,2021,7,18,ES,37.19844,-3.62354,Simone Mariani;Sarah Delacour;Francisco Collantes;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11025,2020-07-31,2020,7,31,ES,41.54335,1.9993,Maria Angeles Puig;Laura Blanco-Sierra;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11026,2020-07-25,2020,7,25,ES,41.98286,2.82583,Maria Angeles Puig;Isis Sanpera-Calbet;Daniel Bravo-Barriga;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11028,2019-07-31,2019,7,31,ES,41.66442,2.37029,Pedro María Alarcón-Elbal;Roger Eritja;Santi Escartin Peña;Maria Angeles Puig,CONTINENT_DERIVED_FROM_COORDINATES
11029,2021-08-16,2021,8,16,HU,47.51912,19.09421,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11032,2020-09-02,2020,9,2,ES,41.74843,2.56157,Laura Blanco-Sierra;Maria Angeles Puig;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11033,2021-08-19,2021,8,19,ES,41.56315,2.51093,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11036,2021-08-14,2021,8,14,IT,46.50076,11.33241,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11037,2020-07-01,2020,7,1,ES,41.57127,2.43774,Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11038,2018-09-27,2018,9,27,ES,41.42382,2.1772,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11039,2019-04-26,2019,4,26,ES,36.50557,-4.79333,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11040,2020-08-20,2020,8,20,ES,41.55529,2.1049,Ignacio Ruiz-Arrondo;Laura Blanco-Sierra;Sergio Magallanes;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11042,2021-09-06,2021,9,6,HU,47.58968,18.63432,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11045,2018-09-16,2018,9,16,ES,41.65929,-0.9322,Roger Eritja;Maria Angeles Puig;Sarah Delacour;Ignacio Ruiz-Arrondo,CONTINENT_DERIVED_FROM_COORDINATES
11046,2018-09-06,2018,9,6,ES,38.9473,1.3089,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11048,2018-06-08,2018,6,8,ES,41.13509,1.296,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11049,2020-08-31,2020,8,31,ES,37.11263,-3.61802,Laura Blanco-Sierra;Maria Angeles Puig;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11050,2019-07-29,2019,7,29,ES,41.50883,1.88254,Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11051,2020-09-01,2020,9,1,ES,36.66195,-4.54163,Maria Angeles Puig;Mikel Bengoa Paulis;Francisco Collantes;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11053,2018-07-10,2018,7,10,ES,36.71969,-4.35262,Daniel Bravo-Barriga;Santi Escartin Peña;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11055,2021-08-08,2021,8,8,HU,47.45653,19.11622,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11056,2021-07-30,2021,7,30,ES,41.44117,2.07431,Isis Sanpera-Calbet;Carlos Barceló;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11057,2020-10-24,2020,10,24,ES,38.96388,-0.23846,Francisco Collantes;Carlos Barceló;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11060,2018-10-25,2018,10,25,ES,41.39903,2.12225,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Roger Eritja;Daniel Bravo-Barriga,CONTINENT_DERIVED_FROM_COORDINATES
11062,2020-10-19,2020,10,19,ES,41.55909,2.02158,Ignacio Ruiz-Arrondo;Isis Sanpera-Calbet;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11063,2019-07-08,2019,7,8,ES,41.78465,1.29205,Maria Angeles Puig;Mikel Bengoa Paulis;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11064,2021-07-18,2021,7,18,IT,46.02304,13.10345,Gábor Kemenesi;Mihaela Kavran;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11067,2021-06-16,2021,6,16,IT,41.83496,12.58036,Diego Parrondo Montón;Karin Bakran-Lebl;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11068,2021-01-12,2021,1,12,IT,44.49581,11.06725,Perparim Kadriaj;Elton Rogozi;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11071,2021-08-30,2021,8,30,ES,36.66455,-4.5303,Sarah Delacour;Maria Angeles Puig;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11072,2021-07-21,2021,7,21,ES,41.69362,2.49117,Simone Mariani;Sarah Delacour;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11073,2020-07-18,2020,7,18,ES,41.61611,2.2922,Ignacio Ruiz-Arrondo;Laura Blanco-Sierra;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11074,2021-06-11,2021,6,11,IT,44.72211,11.14979,Ognyan Mikov;Karin Bakran-Lebl;UNIROMA1;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11075,2020-09-19,2020,9,19,ES,38.70498,-0.47658,Roger Eritja;Santi Escartin Peña;Maria Angeles Puig;Mikel Bengoa Paulis,CONTINENT_DERIVED_FROM_COORDINATES
11076,2018-09-25,2018,9,25,ES,39.42496,2.75096,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11077,2020-05-04,2020,5,4,IT,41.92553,12.4163,Mikel Bengoa Paulis;Ignacio Ruiz-Arrondo;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11079,2020-10-03,2020,10,3,ES,41.69533,2.49887,Maria Angeles Puig;Mikel Bengoa Paulis;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11080,2021-08-23,2021,8,23,HU,47.45439,19.12239,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11081,2021-08-06,2021,8,6,ES,37.1982,-3.62367,Maria Angeles Puig;Carlos Barceló;Daniel Bravo-Barriga;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11082,2019-07-18,2019,7,18,ES,38.27065,-0.66848,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11083,2021-08-19,2021,8,19,ES,36.71565,-4.21919,Isis Sanpera-Calbet;Ignacio Ruiz-Arrondo;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11084,2018-08-30,2018,8,30,ES,39.99356,-0.07386,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Rosario Melero-Alcíbar;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11086,2021-09-08,2021,9,8,ES,41.53758,2.42888,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11087,2018-08-13,2018,8,13,ES,37.84989,-1.46158,Ignacio Ruiz-Arrondo;Sarah Delacour;Mikel Bengoa Paulis;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11088,2020-08-10,2020,8,10,ES,38.97331,-0.59627,Maria Angeles Puig;Sarah Delacour;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11090,2020-11-22,2020,11,22,ES,41.38047,2.17797,Maria Angeles Puig;Sergio Magallanes;Laura Blanco-Sierra;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11092,2020-07-31,2020,7,31,ES,42.32426,3.09165,Maria Angeles Puig;Laura Blanco-Sierra;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11093,2021-07-11,2021,7,11,ES,40.93293,0.85208,Sarah Delacour;Ignacio Ruiz-Arrondo;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11097,2020-05-16,2020,5,16,ES,37.56256,-1.28997,Mikel Bengoa Paulis;Sarah Delacour;Roger Eritja;Maria Angeles Puig,CONTINENT_DERIVED_FROM_COORDINATES
11099,2020-09-06,2020,9,6,ES,41.53759,2.42881,Ignacio Ruiz-Arrondo;Maria Angeles Puig;Isis Sanpera-Calbet;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11102,2021-07-28,2021,7,28,HU,47.41419,19.09508,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11104,2019-09-08,2019,9,8,ES,41.35184,2.02579,Maria Angeles Puig;Ignacio Ruiz-Arrondo;Roger Eritja;Pedro María Alarcón-Elbal,CONTINENT_DERIVED_FROM_COORDINATES
11105,2020-08-04,2020,8,4,ES,41.67708,2.80107,Maria Angeles Puig;Rafael Gutiérrez-López;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11108,2019-08-09,2019,8,9,ES,41.95012,3.05795,Ignacio Ruiz-Arrondo;Sarah Delacour;Maria Angeles Puig;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11111,2020-06-08,2020,6,8,ES,41.37588,2.05691,Sarah Delacour;Ignacio Ruiz-Arrondo;Roger Eritja;Santi Escartin Peña,CONTINENT_DERIVED_FROM_COORDINATES
11113,2021-09-08,2021,9,8,HU,47.44655,19.04158,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11114,2021-07-30,2021,7,30,ES,37.40275,-5.94829,Isis Sanpera-Calbet;Carlos Barceló;Ignacio Ruiz-Arrondo;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11117,2018-08-27,2018,8,27,ES,42.36344,3.16093,Daniel Bravo-Barriga;Mikel Bengoa Paulis;Rosario Melero-Alcíbar;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11118,2019-07-23,2019,7,23,ES,42.043,3.13217,Pedro María Alarcón-Elbal;Maria Angeles Puig;Santi Escartin Peña;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11120,2020-05-17,2020,5,17,ES,41.68976,2.35819,Mikel Bengoa Paulis;Ignacio Ruiz-Arrondo;Sarah Delacour;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11121,2021-08-15,2021,8,15,HU,47.46053,19.12242,Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
11123,2020-07-03,2020,7,3,ES,41.73721,2.95408,Maria Angeles Puig;Isis Sanpera-Calbet;Simone Mariani;Roger Eritja,CONTINENT_DERIVED_FROM_COORDINATES
